index,CIK,Ticker,Name,Exchange,SIC,Business,Incorporated,IRS
0,1090872,A,Agilent Technologies Inc,NYSE,3825.0,CA,DE,770518772.0
1,4281,AA,Alcoa Inc,NYSE,3350.0,PA,PA,250317820.0
2,1332552,AAACU,Asia Automotive Acquisition Corp,,6770.0,DE,DE,203022522.0
3,1287145,AABB,Asia Broadband Inc,OTC,8200.0,GA,NV,721569126.0
4,1024015,AABC,Access Anytime Bancorp Inc,,6035.0,NM,DE,850444597.0
5,1099290,AAC,Sinocoking Coal & Coke Chemical Industries Inc,NASDAQ,3312.0,F4,FL,593404233.0
6,1264707,AACC,Asset Acceptance Capital Corp,,6153.0,MI,,800076779.0
7,849116,AACE,Ace Cash Express Inc,,6099.0,TX,TX,752142963.0
8,1409430,AAGC,All American Gold Corp,OTC,1040.0,IN,WY,260665571.0
9,948846,AAI,Airtran Holdings Inc,,4512.0,FL,NV,582189551.0
10,1013243,AAIIQ,Aaipharma Inc,OTC,8734.0,NC,DE,42687849.0
11,1303849,AAIR,Avantair Inc,OTC,4522.0,FL,DE,201635240.0
12,6201,AAL,American Airlines Group Inc,NASDAQ,4512.0,TX,DE,751825172.0
13,852015,AAMC,American Asset Management Corp,OTC,6162.0,NJ,NJ,222902677.0
14,1555074,AAMC,Altisource Asset Management Corp,OTC,6500.0,VI,VI,660783125.0
15,8177,AAME,Atlantic American Corp,NASDAQ,6311.0,GA,GA,581027114.0
16,1281629,AAML,Adera Mines LTD,,1040.0,A1,,980427221.0
17,1123648,AAMU,American Ammunition Inc,,3990.0,FL,NV,912021594.0
18,706688,AAN,Aarons Inc,NYSE,7359.0,GA,GA,580687630.0
19,356809,AANB,Abigail Adams National Bancorp Inc,,6021.0,DC,DE,521508198.0
20,933955,AANI,Amedia Networks Inc,,4813.0,NJ,DE,113223672.0
21,1158114,AAOI,Applied Optoelectronics Inc,NASDAQ,3674.0,TX,DE,760533927.0
22,824142,AAON,Aaon Inc,NASDAQ,3585.0,OK,NV,870448736.0
23,1305748,AAOR,Healthcare Providers Direct Inc,,5047.0,A1,NV,201063591.0
24,1158449,AAP,Advance Auto Parts Inc,NYSE,5531.0,VA,DE,542049910.0
25,1040482,AAPH,American Petro-hunter Inc,OTC,1389.0,AZ,NV,980171619.0
26,320193,AAPL,Apple Inc,NASDAQ,3571.0,CA,CA,942404110.0
27,1362502,AAPT,All American Pet Company Inc,OTC,2040.0,CA,NV,912186665.0
28,1424864,AARI,Patriot Minefinders Inc,,1000.0,A1,NV,
29,1411058,AARS,Asia Atlantic Resources,,1000.0,FL,NV,
30,930245,AASP,All American Sportpark Inc,OTC,5900.0,NV,NV,880203976.0
31,703701,AASR,Ushealth Group Inc,,6321.0,TX,DE,731165000.0
32,1500217,AAT,American Assets Trust Inc,NYSE,6798.0,CA,MD,
33,1104042,AATI,Advanced Analogic Technologies Inc,,3674.0,CA,DE,770462930.0
34,1419260,AAUI,Andina Group Inc,OTC,7310.0,UT,NV,201445018.0
35,1077319,AAVG,Avstar Aviation Group Inc,OTC,4581.0,TX,CO,760635938.0
36,1358940,AAXT,Aamaxan Transport Group Inc,OTC,9995.0,A6,DE,870673375.0
37,801558,AB,Cannon Express Inc,NYSE,4213.0,AR,DE,710650141.0
38,825313,AB,Alliancebernstein Holding LP,NYSE,6282.0,NY,DE,133434400.0
39,745651,ABAT,Advanced Battery Technologies Inc,OTC,3690.0,NY,DE,222497491.0
40,881890,ABAX,Abaxis Inc,NASDAQ,3829.0,CA,CA,770213001.0
41,1428802,ABBB,Auburn Bancorp Inc,OTCBB,6035.0,ME,,
42,1292898,ABBC,Abington Community Bancorp Inc,,6036.0,PA,PA,
43,1397533,ABBC,Abington Bancorp Inc,,6036.0,PA,PA,
44,812146,ABBK,Abington Bancorp Inc,,6036.0,MA,MA,43334127.0
45,1551152,ABBV,Abbvie Inc,NYSE,2834.0,IL,DE,320375147.0
46,1140859,ABC,Amerisourcebergen Corp,NYSE,5122.0,PA,DE,233079390.0
47,351569,ABCB,Ameris Bancorp,NASDAQ,6022.0,GA,GA,581456434.0
48,1009624,ABCC,Wherevertv Broadcasting Corp,,7389.0,PA,DE,133886065.0
49,1466815,ABCD,Cambium Learning Group Inc,NASDAQ,2741.0,TX,,270587428.0
50,1157377,ABCO,Advisory Board Co,NASDAQ,8741.0,DC,DE,521468699.0
51,20639,ABCP,Ambase Corp,OTC,6512.0,CT,DE,952962743.0
52,1490700,ABCR,Varca Ventures Inc,OTC,1000.0,A0,,980658381.0
53,1528234,ABCR,Abc Records Management & Data Storage Inc,OTC,4220.0,F4,,
54,885322,ABCW,Anchor Bancorp Wisconsin Inc,OTC,6036.0,WI,DE,391726871.0
55,812805,ABDV,Atlantis Technology Group,,6153.0,FL,NV,954082020.0
56,841071,ABER,Dominion Diamond Corp,NYSE,1000.0,A6,A6,
57,1297533,ABEW,Airbee Wireless Inc,,7372.0,MD,DE,460500345.0
58,3000,ABF,Airborne Inc,,4513.0,WA,DE,912065027.0
59,772349,ABFI,American Business Financial Services Inc,,6162.0,PA,DE,870418807.0
60,894405,ABFS,Arkansas Best Corp,NASDAQ,4213.0,AR,DE,710673405.0
61,1144980,ABG,Asbury Automotive Group Inc,NYSE,5500.0,GA,DE,10609375.0
62,1036140,ABGTF,Assistglobal Technologies Corp,,7372.0,,,
63,1052837,ABGX,Abgenix Inc,,2836.0,CA,DE,943248826.0
64,1393066,ABH,Resolute Forest Products Inc,NYSE,2621.0,A8,DE,980526415.0
65,1405858,ABHD,Abtech Holdings Inc,OTC,1090.0,AZ,NV,141994102.0
66,1052489,ABHH,American Bank Note Holographics Inc,,7389.0,NY,DE,133317668.0
67,77551,ABI,Applied Biosystems Inc,NYSE ARCA,3826.0,CT,DE,61534213.0
68,1409012,ABII,Abraxis Bioscience Inc,NASDAQ,2834.0,CA,DE,300431735.0
69,845779,ABIX,Abatix Corp,,5084.0,TX,DE,751908110.0
70,874501,ABK,Ambac Financial Group Inc,NASDAQ,6351.0,NY,DE,133621676.0
71,1332044,ABKB,American Basketball Association Inc,OTC,6770.0,IN,UT,870376691.0
72,1400000,ABKI,Abakan Inc,OTC,3470.0,FL,NV,980507522.0
73,4611,ABL,American Biltrite Inc,,3089.0,MA,DE,41701350.0
74,1065728,ABLE,Able Energy Inc,OTC,5990.0,NJ,DE,223520840.0
75,771497,ABM,Abm Industries Inc,NYSE,7340.0,NY,DE,941369354.0
76,896747,ABMC,American Bio Medica Corp,OTC,2834.0,NY,NY,141702188.0
77,815094,ABMD,Abiomed Inc,NASDAQ,3841.0,MA,DE,42743260.0
78,1385799,ABMT,Advanced Biomedical Technologies Inc,OTC,3842.0,NY,NV,980516589.0
79,721238,ABNC,American Bancorp Inc,OTC,6022.0,LA,LA,720951347.0
80,1330039,ABNJ,American Bancorp Of New Jersey Inc,,6035.0,NJ,NJ,550897507.0
81,1140472,ABNS,Alliance Bancshares California,,6021.0,CA,CA,912124567.0
82,1138862,ABOS,Arbios Systems Inc,,3841.0,CA,DE,911955323.0
83,1342916,ABOZ,American Bonanza Resources Corp,,1000.0,A1,NV,202781289.0
84,1096182,ABPH,Advanced Biophotonics Inc,,3829.0,NY,DE,841209909.0
85,1310094,ABPI,Accentia Biopharmaceuticals Inc,OTC,2834.0,FL,FL,
86,816958,ABPR,Caspian International Oil Corp,OTC,6770.0,TX,DE,205588710.0
87,1253986,ABR,Arbor Realty Trust Inc,NYSE,6798.0,NY,MD,200057959.0
88,1923,ABRI,Servidyne Inc,,1540.0,GA,GA,580522129.0
89,803097,ABRK,Sportsquest Inc,,7900.0,FL,NJ,222742564.0
90,1112706,ABRM,Canyon Copper Corp,,1000.0,A1,,880454792.0
91,857171,ABRX,Able Laboratories Inc,,2835.0,NJ,DE,330659916.0
92,3333,ABS,Albertsons Inc,NYSE,5411.0,ID,DE,820184434.0
93,1355833,ABS,New Albertsons Inc,,5140.0,ID,DE,204067706.0
94,1204947,ABSC,Giant Motorsports Inc,,5900.0,OH,NV,331025552.0
95,1800,ABT,Abbott Laboratories,NYSE,2834.0,IL,IL,360698440.0
96,1023364,ABTL,Autobytel Inc,NASDAQ,7370.0,CA,DE,330711569.0
97,1435161,ABTO,Ab&t Financial Corp,OTC,6021.0,NC,NC,262588442.0
98,1181001,ABVA,Alliance Bankshares Corp,,6021.0,VA,,460488111.0
99,1043533,ABVT,Abovenet Inc,NYSE,4899.0,NY,DE,113168327.0
100,1035632,ABWG,Watley A B Group Inc,OTC,6211.0,NY,DE,133911867.0
101,1002360,ABWS,Absolute Potential Inc,,2851.0,IL,FL,593223708.0
102,1304623,ACA,Aca Capital Holdings Inc,NYSE,6351.0,NY,,
103,1070494,ACAD,Acadia Pharmaceuticals Inc,NASDAQ,2834.0,CA,DE,61376651.0
104,904020,ACAI,Flyi Inc,,4512.0,VA,DE,133621051.0
105,1118148,ACAP,American Physicians Capital Inc,,6324.0,MI,MI,
106,1429896,ACAR,Activecare Inc,OTC,3669.0,UT,DE,870578125.0
107,817473,ACAS,American Capital LTD,NASDAQ,,MD,,521451377.0
108,719866,ACAT,Arctic Cat Inc,NASDAQ,3790.0,MN,MN,411443470.0
109,1106980,ACBA,American Community Bancshares Inc,,6022.0,NC,NC,
110,1303476,ACBP,American Community Bancorp Inc,,6035.0,IN,IN,201541152.0
111,1283630,ACC,American Campus Communities Inc,NYSE,6798.0,TX,MD,760753089.0
112,1001463,ACCA,Acacia Diversified Holdings Inc,OTC,5010.0,FL,TX,752095676.0
113,1002388,ACCL,Accelrys Inc,NASDAQ,7372.0,CA,DE,330557266.0
114,1388132,ACCM,Hangover Joes Holding Corp,,6552.0,CO,CO,208097969.0
115,318306,ACCP,Access Pharmaceuticals Inc,OTC,2834.0,TX,DE,830221517.0
116,1041588,ACCR,Access Power Inc,OTC,4813.0,MI,FL,
117,1337566,ACCY,Alternative Construction Company Inc,,3448.0,FL,FL,201776133.0
118,847917,ACD,Asconi Corp,NYSE MKT,2080.0,FL,NV,911395124.0
119,1071941,ACDI,Arcadia Resources Inc,NYSE MKT,7200.0,MI,NV,880331369.0
120,1068887,ACDO,Accredo Health Inc,,8090.0,TN,DE,621642871.0
121,1390449,ACDQ,Arcade Acquisition Corp,,6770.0,CT,,208348580.0
122,896159,ACE,Ace LTD,NYSE,6331.0,V8,V8,
123,1017526,ACEC,Ace Comm Corp,,3669.0,MD,MD,521283030.0
124,708717,ACEL,Tamir Biotechnology Inc,,2836.0,CA,DE,222369085.0
125,2034,ACET,Aceto Corp,NASDAQ,5160.0,NY,NY,111720520.0
126,804269,ACF,General Motors Financial Company Inc,,6199.0,TX,TX,752291093.0
127,1284077,ACFC,Atlantic Coast Federal Corp,NASDAQ,6035.0,GA,X1,593764686.0
128,1404296,ACFC,Atlantic Coast Financial Corp,NASDAQ,6035.0,GA,MD,
129,880984,ACFN,Acorn Energy Inc,NASDAQ,8711.0,DE,DE,222786081.0
130,816754,ACG,Alliancebernstein Income Fund Inc,NYSE,,NY,DE,133420585.0
131,949394,ACGI,Amacore Group Inc,OTC,7389.0,TX,DE,593206480.0
132,947484,ACGL,Arch Capital Group LTD,NASDAQ,6331.0,D0,,
133,1520697,ACHC,Acadia Healthcare Company Inc,NASDAQ,8093.0,TN,DE,
134,1132487,ACHI,Americhip International Inc,,3550.0,MI,,
135,1070336,ACHN,Achillion Pharmaceuticals Inc,NASDAQ,2834.0,CT,DE,
136,1037676,ACI,Arch Coal Inc,NYSE,1221.0,MO,DE,430921172.0
137,1138462,ACIE,Acies Corp,OTC,7389.0,NY,NV,912079553.0
138,1020998,ACIT,Aci Telecentrics Inc,,7389.0,MN,,411572571.0
139,935036,ACIW,Aci Worldwide Inc,NASDAQ,7372.0,FL,DE,470772104.0
140,1109304,ACKHQ,Armstrong Holdings Inc,,3089.0,PA,PA,233033414.0
141,1067588,ACLA,Aclara Biosciences Inc,,3829.0,CA,DE,943222727.0
142,1324479,ACLI,American Commercial Lines Inc,,4400.0,IN,DE,753177794.0
143,934445,ACLO,Usmart Mobile Device Inc,,5065.0,K3,,161642709.0
144,1113232,ACLS,Axcelis Technologies Inc,NASDAQ,3559.0,MA,DE,341818596.0
145,868857,ACM,Aecom Technology Corp,NYSE,8711.0,CA,DE,611088522.0
146,934543,ACMC,American Church Mortgage Co,OTC,6500.0,MN,MN,411793975.0
147,1092013,ACME,Acme Communications Inc,OTC,4833.0,CA,DE,330866283.0
148,1483096,ACMP,Access Midstream Partners LP,NYSE,4922.0,OK,DE,800534394.0
149,1042809,ACMR,Ac Moore Arts & Crafts Inc,,5945.0,NJ,PA,223527763.0
150,2062,ACMTA,Acmat Corp,OTC,6351.0,CT,CT,60682460.0
151,1134538,ACN,Accenture LTD,NYSE,7389.0,D0,,
152,1467373,ACN,Accenture PLC,NYSE,7389.0,L2,L2,980627530.0
153,715579,ACNB,Acnb Corp,NASDAQ,6022.0,PA,PA,232233457.0
154,1123448,ACNI,American Idc Corp,OTC,7389.0,CA,FL,650941058.0
155,813621,ACO,Amcol International Corp,NYSE,1400.0,IL,DE,360724340.0
156,1469433,ACOM,Ancestrycom Inc,NASDAQ,7374.0,UT,DE,261235962.0
157,1008848,ACOR,Acorda Therapeutics Inc,NASDAQ,2836.0,NY,,
158,1503290,ACP,Avenue Income Credit Strategies Fund,NYSE,,NY,,
159,1040599,ACPQL,Neenah Foundry Co,,3320.0,WI,WI,391580331.0
160,1044435,ACPW,Active Power Inc,NASDAQ,4911.0,TX,DE,742642142.0
161,787784,ACR,American Retirement Corp,,8051.0,TN,TN,621674303.0
162,1529377,ACRE,Ares Commercial Real Estate Corp,NYSE,6798.0,IL,MD,453148087.0
163,711307,ACRG,Acr Group Inc,NYSE MKT,5070.0,TX,TX,742008473.0
164,1228386,ACRI,Acro Inc,OTC,8742.0,L3,NV,
165,883296,ACRO,Acrodyne Communications Inc,,3663.0,MD,DE,113067564.0
166,1497251,ACRO,Acroboo Inc,,7389.0,FL,NV,
167,1087243,ACRU,Accrue Software Inc,,7372.0,CA,DE,943238684.0
168,1427925,ACRX,Acelrx Pharmaceuticals Inc,NASDAQ,2834.0,CA,DE,
169,2135,ACS,Affiliated Computer Services Inc,,7374.0,TX,DE,510310342.0
170,1581934,ACSF,American Capital Senior Floating LTD,NASDAQ,,MD,MD,461996220.0
171,1137587,ACSH,Renew Energy Resources Inc,,7389.0,LA,NV,880503197.0
172,884629,ACT,Actavis Inc,NYSE,2834.0,NJ,NV,953872914.0
173,1578845,ACT,Actavis PLC,NYSE,2834.0,L2,L2,
174,1140098,ACTC,Advanced Cell Technology Inc,OTC,2834.0,MA,DE,870656515.0
175,1437517,ACTC,Advanced Credit Technologies Inc,OTC,7372.0,MN,NV,
176,934549,ACTG,Acacia Research Corp,NASDAQ,6794.0,CA,DE,954405754.0
177,1183941,ACTI,Actividentity Corp,,7372.0,CA,DE,450485038.0
178,907687,ACTL,Actel Corp,OTCBB,3674.0,CA,CA,770097724.0
179,1296286,ACTN,Longhai Steel Inc,NASDAQ,3310.0,F4,NV,113699388.0
180,1342068,ACTS,Actions Semiconductor Co LTD,NASDAQ,3674.0,F4,E9,
181,918709,ACTT,Act Teleconferencing Inc,OTC,4899.0,CO,CO,841132665.0
182,1062478,ACTU,Actuate Corp,,7372.0,CA,DE,943193197.0
183,1163932,ACTV,Active Network Inc,NYSE,7372.0,CA,DE,330884962.0
184,2098,ACU,Acme United Corp,NYSE MKT,3420.0,CT,CT,60236700.0
185,764794,ACUP,Rudy Nutrition,,3579.0,NV,NV,112751630.0
186,786947,ACUR,Acura Pharmaceuticals Inc,NASDAQ,2834.0,IL,NY,110853640.0
187,1115143,ACUS,Acusphere Inc,OTC,2834.0,MA,DE,43208947.0
188,3327,ACV,Alberto Culver Co,,2844.0,IL,DE,362257936.0
189,1368457,ACV,Alberto-culver Co,NYSE,2844.0,IL,DE,
190,727347,ACVE,Active Link Communications Inc,,5065.0,IL,CO,840917382.0
191,817979,ACW,Accuride Corp,NYSE,3714.0,IN,DE,611109077.0
192,733269,ACXM,Acxiom Corp,NASDAQ,7374.0,AR,DE,710581897.0
193,1036848,ACY,Aerocentury Corp,NYSE MKT,7359.0,CA,DE,943263974.0
194,801622,AD,Valassis Direct Mail Inc,NYSE,7331.0,CT,DE,60885252.0
195,1422222,ADAC,Adama Technologies Corp,OTC,4899.0,FL,DE,980552470.0
196,863650,ADAM,Adam Inc,,7372.0,GA,GA,581878070.0
197,16357,ADAPQ,Ab Liquidating Corp,,3663.0,CA,DE,941668412.0
198,885074,ADAT,Authentidate Holding Corp,NASDAQ,7373.0,NJ,DE,141673067.0
199,712034,ADB,Acco Brands Corp,NYSE,2780.0,IL,DE,362704017.0
200,796343,ADBE,Adobe Systems Inc,NASDAQ,7372.0,CA,DE,770019522.0
201,1077926,ADBL,Audible Inc,,7389.0,NJ,,223407945.0
202,1081751,ADBN,Americana Publishing Inc,OTC,2741.0,NM,CO,841453702.0
203,917251,ADC,Agree Realty Corp,NYSE,6798.0,MI,DE,383148187.0
204,943184,ADCC,Ever-glory International Group Inc,OTC,2300.0,CA,FL,650548697.0
205,61478,ADCT,Adc Telecommunications Inc,,3661.0,MN,MN,410743912.0
206,932127,ADDI,Addison Davis Diagnostics,,2834.0,CA,DE,721148906.0
207,1446885,ADEC,Terrasol Holdings LTD,OTC,1040.0,CA,NV,
208,865415,ADEP,Adept Technology Inc,NASDAQ,3559.0,CA,DE,942900635.0
209,1223112,ADES,Ada-es Inc,NASDAQ,2890.0,,CO,841457335.0
210,1515156,ADES,Advanced Emissions Solutions Inc,NASDAQ,2890.0,CO,,275472457.0
211,884498,ADEX,Ade Corp,,3825.0,MA,MA,42441829.0
212,910524,ADF,Acm Managed Dollar Income Fund Inc,,,NJ,MD,223256305.0
213,3952,ADG,Allied Defense Group Inc,,3480.0,VA,DE,42281015.0
214,1471278,ADG,Aberdeen Global Diversified Fixed Income Fund Inc,,,PA,MD,
215,1109744,ADGD,Andresmin Gold Corp,,9995.0,A1,MT,841365550.0
216,1378706,ADGE,American DG Energy Inc,NYSE MKT,4900.0,MA,DE,43569304.0
217,1059763,ADGF,Adams Golf Inc,NASDAQ,3949.0,TX,DE,752320087.0
218,1389217,ADGL,Alldigital Holdings Inc,OTCBB,5531.0,CA,NV,205354797.0
219,1211583,ADHXF,Adherex Technologies Inc,OTC,2836.0,NC,,
220,6281,ADI,Analog Devices Inc,NASDAQ,3674.0,MA,MA,42348234.0
221,891554,ADI,Document Technologies Inc,NASDAQ,,NY,NY,
222,770403,ADIC,Advanced Digital Information Corp,,3572.0,WA,WA,911618616.0
223,1096935,ADIF,American Development & Investment Fund Inc,,6799.0,FL,,841517715.0
224,1004724,ADK,Adcare Health Systems Inc,NYSE MKT,8051.0,GA,OH,311332119.0
225,796486,ADLAC,Adelphia Communications Corp,,4841.0,CO,DE,232417713.0
226,1085129,ADLE,Zealous Inc,,6200.0,CA,NV,880325940.0
227,874388,ADLI,American Medical Technologies Inc,OTC,3843.0,TX,DE,382905258.0
228,1076167,ADLR,Adolor Corp,,2834.0,PA,,311429198.0
229,1322734,ADLS,Advanced Life Sciences Holdings Inc,OTC,2836.0,,,300296543.0
230,1002125,ADLTQ,Advanced Lighting Technologies Inc,,3640.0,OH,OH,341803229.0
231,894537,ADLU,Brightec Inc,,3081.0,MA,NV,870438637.0
232,7084,ADM,Archer Daniels Midland Co,NYSE,2070.0,IL,DE,410129150.0
233,1486315,ADMC,Americas Diamond Corp,OTCBB,1000.0,X0,NV,271614533.0
234,1449349,ADMD,Advanced Medical Isotope Corp,OTC,2810.0,WA,DE,800138937.0
235,806514,ADMG,Advanced Materials Group Inc,,3086.0,CA,NV,330215295.0
236,1201663,ADNC,Audience Inc,NASDAQ,3674.0,CA,DE,912061537.0
237,1129018,ADNT,Gold Hills Mining LTD,,1040.0,NY,,881471870.0
238,1029762,ADNW,Auto Data Network,,7389.0,NY,DE,133944580.0
239,700815,ADNY,Adino Energy Corp,OTC,5171.0,TX,MT,820369233.0
240,8670,ADP,Automatic Data Processing Inc,NASDAQ,7374.0,NJ,DE,221467904.0
241,1028087,ADPI,American Dental Partners Inc,,8090.0,MA,DE,43297858.0
242,709804,ADPT,Steel Excel Inc,,1389.0,CA,DE,942748530.0
243,1445815,ADRV,US Rare Earth Minerals Inc,,5150.0,NV,NV,262797630.0
244,1123337,ADRX,Andrx Corp,,2834.0,FL,DE,651013859.0
245,1101215,ADS,Alliance Data Systems Corp,NYSE,7389.0,TX,DE,311429215.0
246,1052773,ADSC,Atlantic Data Services Inc,,7374.0,MA,MA,42696393.0
247,769397,ADSK,Autodesk Inc,NASDAQ,7372.0,CA,DE,942819853.0
248,901899,ADSM,Ads Media Group Inc,,7331.0,TX,UT,870505222.0
249,1103544,ADSO,Adsero Corp,OTC,3570.0,A8,DE,650602729.0
250,1403243,ADSO,Ads In Motion Inc,OTC,7310.0,CA,,954856713.0
251,1091599,ADST,Adstar Inc,OTC,7372.0,CA,DE,223666899.0
252,1452206,ADSY,Nanoasia LTD,,7389.0,F4,NV,
253,1546640,ADT,Adt Corp,NYSE,7381.0,FL,DE,454517261.0
254,770034,ADTI,Advance Display Technologies Inc,,6794.0,CO,CO,840969445.0
255,1428397,ADTM,Adaptive Medias Inc,OTCBB,7310.0,CA,NV,260685980.0
256,926282,ADTN,Adtran Inc,NASDAQ,3661.0,AL,DE,630918200.0
257,1115463,ADTR,Alliance Distributors Holding Inc,OTC,3577.0,NY,DE,330851302.0
258,1468328,ADUS,Addus Homecare Corp,NASDAQ,8082.0,IL,DE,205340172.0
259,791833,ADVB,Advanced Biotherapy Inc,,8731.0,IL,DE,510402415.0
260,1100820,ADVC,Advanced Communications Technologies Inc,OTC,7389.0,NY,FL,650738251.0
261,96638,ADVNB,Advanta Corp,,6141.0,PA,DE,231462070.0
262,1012956,ADVP,Advancepcs,OTC,5912.0,TX,DE,752493381.0
263,786623,ADVR,Advanced Viral Research Corp,,2834.0,NY,DE,592646820.0
264,1002225,ADVS,Advent Software Inc,NASDAQ,7371.0,CA,DE,942901952.0
265,2230,ADX,Adams Express Co,NYSE,,MD,MD,134912740.0
266,1402531,ADXM,Support Span Inc,OTC,7389.0,NC,NV,208755674.0
267,1100397,ADXS,Advaxis Inc,NASDAQ,2834.0,NJ,DE,841521955.0
268,789868,ADY,Feihe International Inc,NYSE,2020.0,CA,UT,870445575.0
269,1123580,ADYE,Aradyme Corp,,7372.0,UT,DE,330619254.0
270,1346848,ADYN,Eagle Ridge Ventures Inc,,5130.0,WA,NV,760773943.0
271,902482,ADZA,Adeza Biomedical Corp,,3825.0,CA,DE,770054952.0
272,1102013,ADZR,Adzone Research Inc,,8700.0,NY,DE,880420405.0
273,2178,AE,Adams Resources & Energy Inc,NYSE MKT,5172.0,TX,DE,741753147.0
274,1299704,AEA,Advance America Cash Advance Centers Inc,NYSE,6141.0,SC,DE,582332639.0
275,738214,AEBF,Aemetis Inc,,2860.0,CA,NV,261407544.0
276,911635,AEC,Associated Estates Realty Corp,NYSE,6798.0,OH,OH,341747603.0
277,705003,AEDU,American Education Corp,,7372.0,OK,NV,731621446.0
278,1002910,AEE,Ameren Corp,NYSE,4931.0,MO,MO,431723446.0
279,854608,AEEI,American Environmental Energy Inc,OTC,1381.0,CA,MN,411619632.0
280,1424549,AEGA,Aegea Inc,OTCBB,5900.0,FL,CO,412230041.0
281,843212,AEGG,American Energy Group LTD,OTC,1311.0,CT,NV,870448843.0
282,1039160,AEGN,Aerogen Inc,NASDAQ,3841.0,CA,DE,330488580.0
283,1338042,AEGR,Aegerion Pharmaceuticals Inc,NASDAQ,2834.0,MA,DE,202960116.0
284,1446896,AEGY,Alternative Energy Partners Inc,OTCBB,2860.0,FL,FL,262862564.0
285,1421874,AEHI,Alternate Energy Holdings Inc,OTC,1540.0,ID,NV,205689191.0
286,1040470,AEHR,Aehr Test Systems,NASDAQ,3825.0,CA,CA,942424084.0
287,1041651,AEHZF,Asia Electronics Holding Co Inc,,3679.0,NY,F5,
288,927003,AEIS,Advanced Energy Industries Inc,NASDAQ,3679.0,CO,DE,840846841.0
289,1039828,AEL,American Equity Investment Life Holding Co,NYSE,6311.0,IA,IA,421447959.0
290,882291,AEMD,Aethlon Medical Inc,OTCBB,3826.0,CA,NV,133632859.0
291,722077,AEN,Amc Entertainment Inc,,7830.0,MO,DE,431304369.0
292,1041829,AEN,Austral Pacific Energy LTD,,1382.0,Q2,B0,
293,1398235,AENA,Id Perfumes Inc,,2844.0,FL,NV,208837626.0
294,1136725,AEND,American Enterprise Development Corp,,2080.0,TX,TX,760649310.0
295,1043225,AENG,Advanced Engine Technologies Inc,OTC,3510.0,CA,CO,841358194.0
296,1111391,AENP,American Energy Production Inc,OTC,1311.0,TX,,
297,1175867,AENS,Alternative Energy Sources Inc,,2860.0,MO,,
298,1137239,AENY,Americas Energy Co - Aeco,,1000.0,TN,NV,980414501.0
299,919012,AEO,American Eagle Outfitters Inc,NYSE,5651.0,PA,DE,132721761.0
300,1343257,AEOH,Novori Inc,,7389.0,A1,DE,470948014.0
301,4904,AEP,American Electric Power Co Inc,NYSE,4911.0,OH,NY,134922640.0
302,785787,AEPI,Aep Industries Inc,NASDAQ,3081.0,NJ,DE,221916107.0
303,1378789,AER,Aercap Holdings NV,NYSE,7359.0,P7,P7,
304,879911,AERG,Applied Energetics Inc,OTC,3812.0,AZ,DE,770262908.0
305,1337553,AERI,Aerie Pharmaceuticals Inc,NASDAQ,2836.0,NC,DE,203109565.0
306,1316644,AERO,Aerogrow International Inc,OTC,5200.0,CO,NV,460510685.0
307,1277270,AERR,Telanetixinc,,7385.0,WA,DE,770622733.0
308,849706,AERT,Advanced Environmental Recycling Technologies Inc,OTC,2430.0,AR,DE,710675758.0
309,874761,AES,Aes Corp,NYSE,4991.0,VA,DE,541163725.0
310,1043432,AESK,American Skiing Co,,7990.0,ME,DE,43373730.0
311,1026744,AESP,Aesp Inc,,3576.0,FL,FL,592327381.0
312,1122304,AET,Aetna Inc,NYSE,6324.0,CT,PA,232229683.0
313,874389,AETC,Applied Extrusion Technologies Inc,,3081.0,DE,DE,510295865.0
314,1043186,AETI,American Electric Technologies Inc,NASDAQ,3620.0,TX,FL,593410234.0
315,351129,AEXB,Amerex Group Inc,,4953.0,OK,OK,204898182.0
316,1388486,AEXP,Spotlight Innovation Inc,OTC,1389.0,IA,NV,980518266.0
317,874292,AEY,Addvantage Technologies Group Inc,NASDAQ,5000.0,OK,OK,731351610.0
318,910322,AF,Astoria Financial Corp,NYSE,6035.0,NY,DE,113170868.0
319,799231,AFAM,Almost Family Inc,NASDAQ,8300.0,KY,DE,61153720.0
320,1501489,AFAN,Af Ocean Investment Management Co,OTC,5812.0,NY,FL,141877754.0
321,1162027,AFB,Alliancebernstein National Municipal Income Fund,NYSE,,NY,,
322,1158865,AFBA,Allied First Bancorp Inc,OTCBB,6035.0,IL,,364482786.0
323,1023398,AFBC,Advance Financial Bancorp,,6035.0,WV,DE,550753533.0
324,1472093,AFCB,Athens Bancshares Corp,NASDAQ,6035.0,TN,,270920126.0
325,898805,AFCI,Advanced Fibre Communications Inc,,3661.0,CA,DE,680277743.0
326,1040660,AFCO,Applied Films Corp,,3674.0,CO,CO,841311581.0
327,1296595,AFDG,Cross Canyon Energy Corp,,1311.0,TX,NV,562458730.0
328,820608,AFEM,Quantrx Biomedical Corp,,3841.0,OR,NV,330202574.0
329,1007508,AFFI,Affinity Technology Group Inc,,6794.0,SC,DE,570991269.0
330,1282453,AFFM,Friendco Restaurants Inc,OTC,,MD,MD,522037752.0
331,1282543,AFFM,Affirmative Insurance Holdings Inc,OTC,6331.0,TX,DE,752770432.0
332,1143997,AFFS,American Fiedlity Financial Services Inc,,5900.0,TX,,752912201.0
